id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD003159,0101,0200,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Quintus Annius Quinti libertus Annianus Patriciensis annorum XX pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Quintus Annius Quinti libertus Annianus Patriciensis annorum XX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum quintus annius quinti libertus annianus patriciensis annorum xx pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Quintus Annius Quinti libertus Annianus Patriciensis annorum XX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD003232,0151,0250,-3.6927,37.7416,altar,Spain,Dis Manibus sacrum F Graphicus V F T annorum X pius in suis hic situs sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum F Graphicus V F T annorum X pius in suis hic situs sit tibi terra levis,dis manibus sacrum f graphicus v f t annorum x pius in suis hic situs sit tibi terra levis,Dis Manibus sacrum F Graphicus V F T annorum X pius in suis hic situs sit tibi terra levis,dis manibus sacrum
HD003292,0151,0230,-3.6927,37.7416,altar,Spain,Dis Manibus Q sacrum Iulia annorum XX pia in suis hic sita est             ,altar,epitaph,Spain,Dis Manibus Q sacrum Iulia annorum XX pia in suis hic sita est,dis manibus q sacrum iulia annorum xx pia in suis hic sita est,Dis Manibus Q sacrum Iulia annorum XX pia in suis hic sita est,dis manibus
HD004104,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Lucius Manilius Fortunatus Aurgitanus annorum XVIII pius in suos hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Lucius Manilius Fortunatus Aurgitanus annorum XVIII pius in suos hic situs est sit tibi terra levis,dis manibus sacrum lucius manilius fortunatus aurgitanus annorum xviii pius in suos hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Manilius Fortunatus Aurgitanus annorum XVIII pius in suos hic situs est sit tibi terra levis,dis manibus sacrum
HD004107,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Fulvia Cnaei filia Proba nnum LXXV hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Fulvia Cnaei filia Proba annorum LXXV hic sita est sit tibi terra levis,dis manibus sacrum fulvia cnaei filia proba annorum lxxv hic sita est sit tibi terra levis,Dis Manibus sacrum Fulvia Cnaei filia Proba annorum LXXV hic sita est sit tibi terra levis,dis manibus sacrum
HD004286,NA,NA,-5.8139,39.2435,NA,Spain,Dis Manibus sacrum Caecilia ,NULL,NULL,Spain,Dis Manibus sacrum Caecilia,dis manibus sacrum caecilia,Dis Manibus sacrum Caecilia,dis manibus sacrum
HD004841,0151,0230,-4.0867000000000004,37.5911,altar,Spain,Dis Manibus sacrum Lucius Iunius Barbarus Ulisitanus decurio annorum XXII ,altar,epitaph,Spain,Dis Manibus sacrum Lucius Iunius Barbarus Ulisitanus decurio annorum XXII,dis manibus sacrum lucius iunius barbarus ulisitanus decurio annorum xxii,Dis Manibus sacrum Lucius Iunius Barbarus Ulisitanus decurio annorum XXII,dis manibus sacrum
HD004862,0171,0230,-4.7667,37.8833,altar,Spain,Dis Manibus sacrum Sempronio Donato cui et Lauricio qui vixit annis XXVII diebus  pater filio pientissimo hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Sempronio Donato cui et Lauricio qui vixit annis XXVII diebus pater filio pientissimo hic situs est sit tibi terra levis,dis manibus sacrum sempronio donato cui et lauricio qui vixit annis xxvii diebus pater filio pientissimo hic situs est sit tibi terra levis,Dis Manibus sacrum Sempronio Donato cui et Lauricio qui vixit annis XXVII diebus pater filio pientissimo hic situs est sit tibi terra levis,dis manibus sacrum
HD004931,0101,0150,-5.5718,42.5999,stele,Spain,Dis Manibus Lucretiae Appae Intercatiensis annorum  Titus Sempronius,stele,epitaph,Spain,Dis Manibus Lucretiae Appae Intercatiensis annorum Titus Sempronius,dis manibus lucretiae appae intercatiensis annorum titus sempronius,Dis Manibus Lucretiae Appae Intercatiensis annorum Titus Sempronius,dis manibus
HD005015,0201,0230,-7.5667,43,altar,Spain,Dis Manibus Philtates ornatricis Ciae Cattunillae clarissimae feminae domo Augustis Taurinis conservi eius             ,altar,epitaph,Spain,Dis Manibus Philtates ornatricis C iae Cattunillae clarissimae feminae domo Augustis Taurinis conservi eius,dis manibus philtates ornatricis c iae cattunillae clarissimae feminae domo augustis taurinis conservi eius,Dis Manibus Philtates ornatricis C iae Cattunillae clarissimae feminae domo Augustis Taurinis conservi eius,dis manibus
HD005663,NA,NA,-5.4539,36.4352,NA,Spain,Dis Manibus sacrum Iunia Polytima annorum XXVIII hoc loco sepulta est sit tibi terra levis,NULL,NULL,Spain,Dis Manibus sacrum Iunia Polytima annorum XXVIII hoc loco sepulta est sit tibi terra levis,dis manibus sacrum iunia polytima annorum xxviii hoc loco sepulta est sit tibi terra levis,Dis Manibus sacrum Iunia Polytima annorum XXVIII hoc loco sepulta est sit tibi terra levis,dis manibus sacrum
HD005666,NA,NA,-5.0244,36.9346,altar,Spain,Dis Manibus sacrum M Marci liberta Secundina annorum XXXIII pia in s(uis) hic sita eS(st)#e(st)#S sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum M Marci liberta Secundina annorum XXXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum m marci liberta secundina annorum xxxiii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum M Marci liberta Secundina annorum XXXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD005684,0171,0230,-4.9191,36.9836,tabula,Spain,Dis Manibus sacrum us Calpurni Fortunat  ,tabula,epitaph,Spain,Dis Manibus sacrum us Calpurni Fortunat,dis manibus sacrum us calpurni fortunat,Dis Manibus sacrum us Calpurni Fortunat,dis manibus sacrum
HD005690,0201,0250,-4.7301,37.1379,altar,Spain,Dis Manibus sacrum  Dis Manibus sacrum Flavius Sextio annorum XXVIII pius in suis sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Dis Manibus sacrum Flavius Sextio annorum XXVIII pius in suis sit tibi terra levis,dis manibus sacrum dis manibus sacrum flavius sextio annorum xxviii pius in suis sit tibi terra levis,Dis Manibus sacrum Dis Manibus sacrum Flavius Sextio annorum XXVIII pius in suis sit tibi terra levis,dis manibus sacrum
HD005693,NA,NA,-4.4203,36.7202,NA,Spain,Dis Manibus sacrum Grattius Nativus annorum XVII pius in suis hic situs est sit tibi terra levis,NULL,NULL,Spain,Dis Manibus sacrum Grattius Nativus annorum XVII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum grattius nativus annorum xvii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Grattius Nativus annorum XVII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD005780,0171,0300,-0.2667,39.6833,block,Spain,Dis Manibus Caio Claudio Rogatello annorum V mensium IIII dierum ,block,epitaph,Spain,Dis Manibus Caio Claudio Rogatello annorum V mensium IIII dierum,dis manibus caio claudio rogatello annorum v mensium iiii dierum,Dis Manibus Caio Claudio Rogatello annorum V mensium IIII dierum,dis manibus
HD005896,NA,NA,-5.0843,38.8209,NA,Spain,Dis Manibus sacrum Cosconia Luci filia Materna Mirobrigensis annorum LXII hic sita est sit tibi terra levis testamento poni iussit locus sepulturae VIII             ,NULL,NULL,Spain,Dis Manibus sacrum Cosconia Luci filia Materna Mirobrigensis annorum LXII hic sita est sit tibi terra levis testamento poni iussit locus sepulturae VIII,dis manibus sacrum cosconia luci filia materna mirobrigensis annorum lxii hic sita est sit tibi terra levis testamento poni iussit locus sepulturae viii,Dis Manibus sacrum Cosconia Luci filia Materna Mirobrigensis annorum LXII hic sita est sit tibi terra levis testamento poni iussit locus sepulturae VIII,dis manibus sacrum
HD005931,NA,NA,-8.111,42.6612,NA,Spain,Dis Manibus sacrum Masueta annorum LXV             ,NULL,NULL,Spain,Dis Manibus sacrum Masueta annorum LXV,dis manibus sacrum masueta annorum lxv,Dis Manibus sacrum Masueta annorum LXV,dis manibus sacrum
HD005934,NA,NA,-8.111,42.6612,NA,Spain,Dis Manibus sacrum Cresopes annorum LV             ,NULL,NULL,Spain,Dis Manibus sacrum Cresopes annorum LV,dis manibus sacrum cresopes annorum lv,Dis Manibus sacrum Cresopes annorum LV,dis manibus sacrum
HD005940,NA,NA,-3.3047,41.7259,NA,Spain,Dis Manibus Gaio Pullio Quirina Mercuriali Dionisi sic filio IIviro annorum XXXII Lucius Pullius Cani patri faciendum curavit,NULL,NULL,Spain,Dis Manibus Gaio Pullio Quirina Mercuriali Dionisi filio II viro annorum XXXII Lucius Pullius Cani patri faciendum curavit,dis manibus gaio pullio quirina mercuriali dionisi filio ii viro annorum xxxii lucius pullius cani patri faciendum curavit,Dis Manibus Gaio Pullio Quirina Mercuriali Dionisi filio II viro annorum XXXII Lucius Pullius Cani patri faciendum curavit,dis manibus
HD005943,NA,NA,-2.5697,41.4479,NA,Spain,Dis Manibus MN(arci)#M(arci)#N PopilDii#Popilii#POPIDII Celsini decurionis amico bene merenti Quintus Caecilius F fecit             ,NULL,NULL,Spain,Dis Manibus Marci Popilii Celsini decurionis amico bene merenti Quintus Caecilius F fecit,dis manibus marci popilii celsini decurionis amico bene merenti quintus caecilius f fecit,Dis Manibus Marci Popilii Celsini decurionis amico bene merenti Quintus Caecilius F fecit,dis manibus
HD006165,NA,NA,-4.8308,39.9635,NA,Spain,Dis Manibus sacrum Annio Romano militi legionis VII geminae piae felicis nnorum XXXXIII stipendiorum XXVI mensium VIII Arria Hispanilla mater filio piissimo fecit             ,NULL,NULL,Spain,Dis Manibus sacrum Annio Romano militi legionis VII geminae piae felicis annorum XXXXIII stipendiorum XXVI mensium VIII Arria Hispanilla mater filio piissimo fecit,dis manibus sacrum annio romano militi legionis vii geminae piae felicis annorum xxxxiii stipendiorum xxvi mensium viii arria hispanilla mater filio piissimo fecit,Dis Manibus sacrum Annio Romano militi legionis VII geminae piae felicis annorum XXXXIII stipendiorum XXVI mensium VIII Arria Hispanilla mater filio piissimo fecit,dis manibus sacrum
HD006497,NA,NA,-6.4478,38.5266,NA,Spain,Dis Manibus sacrum Rusticilla nnorum XVIIII Rusticus pater filiae sit tibi terra levis,NULL,NULL,Spain,Dis Manibus sacrum Rusticilla annorum XVIIII Rusticus pater filiae sit tibi terra levis,dis manibus sacrum rusticilla annorum xviiii rusticus pater filiae sit tibi terra levis,Dis Manibus sacrum Rusticilla annorum XVIIII Rusticus pater filiae sit tibi terra levis,dis manibus sacrum
HD006525,0101,0200,-5.1665,38.5757,altar,Spain,Dis Manibus sacrum Servilia Pyletae sic annorum XXXXV hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Servilia Pyletae annorum XXXXV hic sita est sit tibi terra levis,dis manibus sacrum servilia pyletae annorum xxxxv hic sita est sit tibi terra levis,Dis Manibus sacrum Servilia Pyletae annorum XXXXV hic sita est sit tibi terra levis,dis manibus sacrum
HD006540,NA,NA,-5.9761,37.3824,NA,Spain,Dis Manibus sacrum Trebia Aphrodite annorum XXVI mensium XI dierum XI hic sita est sit tibi terra levis Petronius Epagatianus uxori piissimae,NULL,NULL,Spain,Dis Manibus sacrum Trebia Aphrodite annorum XXVI mensium XI dierum XI hic sita est sit tibi terra levis Petronius Epagatianus uxori piissimae,dis manibus sacrum trebia aphrodite annorum xxvi mensium xi dierum xi hic sita est sit tibi terra levis petronius epagatianus uxori piissimae,Dis Manibus sacrum Trebia Aphrodite annorum XXVI mensium XI dierum XI hic sita est sit tibi terra levis Petronius Epagatianus uxori piissimae,dis manibus sacrum
HD006562,0101,0200,-4.6795,38.4751,NA,Spain,D(is) M(anibus) s(acrum) IVIA Cai filia Rufina annorum XX hic sita est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum IVIA Cai filia Rufina annorum XX hic sita est sit tibi terra levis,dis manibus sacrum ivia cai filia rufina annorum xx hic sita est sit tibi terra levis,Dis Manibus sacrum IVIA Cai filia Rufina annorum XX hic sita est sit tibi terra levis,dis manibus sacrum
HD006579,NA,NA,-5.3467,37.7092,NA,Spain,Dis Manibus sacrum Atimeti liberta Fabia Merope annorum LXXV pia in suis hic sita est sit tibi terra levis si quantum pietas potuit tantum fortuna dedisset litteris auratis scribere hunc titulum             ,NULL,NULL,Spain,Dis Manibus sacrum Atimeti liberta Fabia Merope annorum LXXV pia in suis hic sita est sit tibi terra levis si quantum pietas potuit tantum fortuna dedisset litteris auratis scribere hunc titulum,dis manibus sacrum atimeti liberta fabia merope annorum lxxv pia in suis hic sita est sit tibi terra levis si quantum pietas potuit tantum fortuna dedisset litteris auratis scribere hunc titulum,Dis Manibus sacrum Atimeti liberta Fabia Merope annorum LXXV pia in suis hic sita est sit tibi terra levis si quantum pietas potuit tantum fortuna dedisset litteris auratis scribere hunc titulum,dis manibus sacrum
HD006584,NA,NA,-3.9115,41.1361,NA,Spain,Dis Manibus ,NULL,NULL,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD006602,0171,0230,-4.3085,37.5966,stele,Spain,Dis Manibus sacrum  T Inv  annorum XVIII sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum T Inv annorum XVIII sit tibi terra levis,dis manibus sacrum t inv annorum xviii sit tibi terra levis,Dis Manibus sacrum T Inv annorum XVIII sit tibi terra levis,dis manibus sacrum
HD006605,0151,0200,-4.3085,37.5966,altar,Spain,Dis Manibus sacrum  Eutychia annorum III pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Eutychia annorum III pia in suis hic sita est sit tibi terra levis,dis manibus sacrum eutychia annorum iii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Eutychia annorum III pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD006608,0131,0170,-4.3085,37.5966,tabula,Spain,Dis Manibus sacrum Clodia Lasciva nnorum XXXVI ,tabula,epitaph,Spain,Dis Manibus sacrum Clodia Lasciva annorum XXXVI,dis manibus sacrum clodia lasciva annorum xxxvi,Dis Manibus sacrum Clodia Lasciva annorum XXXVI,dis manibus sacrum
HD006627,NA,NA,-6.0155,42.0736,NA,Spain,Dis Manibus Flavio Tertullo annorum XLV Luria Victorina coniugi pientissimo faciendum curavit             ,NULL,NULL,Spain,Dis Manibus Flavio Tertullo annorum XLV Luria Victorina coniugi pientissimo faciendum curavit,dis manibus flavio tertullo annorum xlv luria victorina coniugi pientissimo faciendum curavit,Dis Manibus Flavio Tertullo annorum XLV Luria Victorina coniugi pientissimo faciendum curavit,dis manibus
HD006630,NA,NA,-6.0155,42.0736,NA,Spain,Dis Manibus et Anniae Montanae annorum XXX Attia Caenia mater filiae faciendum curavit sit tibi terra levis  Dis Manibus et Annio Frontoni annorum XXXI Attia Cemia sic mater faciendum curavit sit tibi terra levis,NULL,NULL,Spain,Dis Manibus et Anniae Montanae annorum XXX Attia Caenia mater filiae faciendum curavit sit tibi terra levis Dis Manibus et Annio Frontoni annorum XXXI Attia Cemia mater faciendum curavit sit tibi terra levis,dis manibus et anniae montanae annorum xxx attia caenia mater filiae faciendum curavit sit tibi terra levis dis manibus et annio frontoni annorum xxxi attia cemia mater faciendum curavit sit tibi terra levis,Dis Manibus et Anniae Montanae annorum XXX Attia Caenia mater filiae faciendum curavit sit tibi terra levis Dis Manibus et Annio Frontoni annorum XXXI Attia Cemia mater faciendum curavit sit tibi terra levis,dis manibus
HD006671,NA,NA,-4.0226,39.8581,NA,Spain,Dis Manibus sacrum Lucius Cornelius Hadrianus defunctus annorum IIII Lucius Cornelius Plemianus pater Victoria mater faciendum curaverunt,NULL,NULL,Spain,Dis Manibus sacrum Lucius Cornelius Hadrianus defunctus annorum IIII Lucius Cornelius Plemianus pater Victoria mater faciendum curaverunt,dis manibus sacrum lucius cornelius hadrianus defunctus annorum iiii lucius cornelius plemianus pater victoria mater faciendum curaverunt,Dis Manibus sacrum Lucius Cornelius Hadrianus defunctus annorum IIII Lucius Cornelius Plemianus pater Victoria mater faciendum curaverunt,dis manibus sacrum
HD006686,NA,NA,-3.36,40.4821,NA,Spain,Dis Manibus Placidius FIlaccus#Flaccus#ILACCUS  amicus annorum LX hic situs est ,NULL,NULL,Spain,Dis Manibus Placidius Flaccus amicus annorum LX hic situs est,dis manibus placidius flaccus amicus annorum lx hic situs est,Dis Manibus Placidius Flaccus amicus annorum LX hic situs est,dis manibus
HD007044,NA,NA,-5.6608,40.1292,NA,Spain,Dis Manibus sacrum Galaeto A Triti filio hic situs est sit tibi terra levis filii patri faciendum curaverunt Festus et Viriatus             ,NULL,NULL,Spain,Dis Manibus sacrum Galaeto A Triti filio hic situs est sit tibi terra levis filii patri faciendum curaverunt Festus et Viriatus,dis manibus sacrum galaeto a triti filio hic situs est sit tibi terra levis filii patri faciendum curaverunt festus et viriatus,Dis Manibus sacrum Galaeto A Triti filio hic situs est sit tibi terra levis filii patri faciendum curaverunt Festus et Viriatus,dis manibus sacrum
HD007154,NA,NA,3.1085,42.1321,NA,Spain,                Dis Manibus Sentiae Vitali             ,NULL,NULL,Spain,Dis Manibus Sentiae Vitali,dis manibus sentiae vitali,Dis Manibus Sentiae Vitali,dis manibus
HD007246,0171,0230,-4.4259,37.4744,NA,Spain,Dis Manibus sacrum Iuliae Valentinae quae vixit nnos XL coniugis sanctissimae Mundicius Caecilianus l posuit,NULL,epitaph,Spain,Dis Manibus sacrum Iuliae Valentinae quae vixit annos XL coniugis sanctissimae Mundicius Caecilianus l posuit,dis manibus sacrum iuliae valentinae quae vixit annos xl coniugis sanctissimae mundicius caecilianus l posuit,Dis Manibus sacrum Iuliae Valentinae quae vixit annos XL coniugis sanctissimae Mundicius Caecilianus l posuit,dis manibus sacrum
